"","File_Name","Allreads","Uncut","Cut","Diversity.x","Indel","Cmut","CmutPam","C.T","length","active.UncutPAM.qualiy","uncut.quality","inactive.PAM.quality","cut.length","all.length","Mutationperbase","Lane","gRNA","System","Coverage","p.uncut","div","Mean_length","Diversity.y","Indels","Day.c","p.cut","p.uncut.quality","Experiment","replicate"
"12","A06_8467",1755204,19,604,-36.9711075441413,3.41412520064205,3.9438202247191,1.6099518459069,0.5553772070626,25.3178170144462,272,19,332,25.1705298013245,25.3178170144462,"0.51_0.3_0.26_0.33_0.28_0.4_0.26_0.27_0.34_0.25_0.21_0.2_0.09_0.42_0.17_0.3_0.31_0.32_0.29_0.38",8467,"g7","BE3",623,0.0304975922953451,-36.97110754,25.31781701,0.263507326007326,1.06521739130435,"25",0.733900364520049,0.0304975922953451,"BE3","Replicate2"
"13","A06_8468",886820,2416,22756,-10.5500158906722,3.63054187192118,0.287819799777531,0.0461624026696329,0.110877165104084,21.2941363419673,18469,2410,4293,20.9017221685265,21.2941363419673,"0.05_0.07_0.08_0.08_0.09_0.06_0.07_0.08_0.08_0.07_0.13_0.12_0.17_0.16_0.16_0.24_0.3_0.2_0.45_0.1",8468,"g1","Cas9",25172,0.0959796599396154,-10.55001589,21.29413634,0.206104884593355,2.10162069094584,"18",0.807007589190723,0.0957412998569839,"Cas9","Replicate2"
"14","A07_8467",29236,93,419,-13.029296875,4.212890625,0.21875,0.025390625,0.080078125,20.34765625,315,93,104,19.3150357995227,20.34765625,"0_0.01_0.04_0.02_0.02_0.02_0.01_0.06_0.05_0.04_0.07_0.09_0.16_0.12_0.1_0.17_0.24_0.15_0.55_0.05",8467,"g1","Cas9",512,0.181640625,-13.02929688,20.34765625,0.236144703199502,2.68937875751503,"32",0.686885245901639,0.181640625,"Cas9","Replicate2"
"15","A07_8468",875000,163,991,-15.7816291161179,2.21923743500867,2.62391681109185,1.40901213171577,0.311958405545927,26.2045060658579,634,163,357,25.5802219979818,26.2045060658579,"0.32_0.16_0.13_0.21_0.2_0.21_0.18_0.21_0.23_0.22_0.15_0.12_0.1_0.19_0.17_0.19_0.23_0.15_0.17_0.27",8468,"g7","Cas9",1154,0.141247833622184,-15.78162912,26.20450607,0.174906162457967,0.859952793076318,"4",0.740657698056801,0.141247833622184,"Cas9","Replicate2"
"16","A10_8238",314784,6004,31380,3.41812005135887,1.7043387545474,0.0295046008987802,0,0.0171196233682859,23.8098384335545,28739,5747,2898,23.5936403578089,23.8098384335545,"0.03_0.05_0.07_0.03_0.06_0.06_0.06_0.05_0.04_0.05_0.14_0.13_0.11_0.14_0.19_0.07_0.21_0.18_0.36_0.06",8238,"g2","Cas9",37384,0.160603466723732,3.418120051,23.80983843,0.114385552581807,0.879838495200793,"18",0.733657532965491,0.153728867964905,"Cas9","Replicate1"
"17","A12_8238",693112,462,7991,0.508103631846682,1.5309357624512,1.58322489057139,1.30841121495327,0.088844197326393,26.3396427303916,6802,461,1190,26.1285035035035,26.3396427303916,"0.28_0.16_0.1_0.16_0.2_0.18_0.14_0.19_0.16_0.2_0.07_0.13_0.09_0.23_0.11_0.13_0.12_0.1_0.05_0.21",8238,"g7","BE3",8453,0.0546551520170354,0.508103632,26.33964273,0.137721207097049,1.03555268261151,"18",0.840980846137655,0.0545368508221933,"BE3","Replicate1"
"18","A5_8238",136436,27131,625,19.5483499063266,0.0249675745784695,0.0266609021472835,0.0109165585819282,0.008070327136475,24.9733390978527,575,27045,136,23.9620253164557,24.9733390978527,"0.08_0.15_0.16_0.14_0.05_0.07_0.08_0.06_0.09_0.04_0.08_0.08_0.05_0.09_0.09_0.13_0.08_0.11_0.06_0.23",8238,"g5","Cas9",27756,0.977482346159389,19.54834991,24.9733391,0.00327605882243108,0.0221866422689844,"0",0.0199444745827616,0.974383916990921,"Cas9","Replicate1"
"19","A7_8238",1275128,57477,79685,2.73439436578644,1.95379186655196,0.204232950817282,0.188375789212756,0.0127732170717837,22.9171782272058,74241,57372,5549,21.4195638551197,22.9171782272058,"0.04_0.09_0.06_0.05_0.07_0.07_0.05_0.05_0.1_0.05_0.07_0.1_0.19_0.25_0.19_0.29_0.26_0.28_0.31_0.07",8238,"g3","BE3",137162,0.419044633353261,2.734394366,22.91717823,0.115161494005683,1.22803063594701,"4",0.478289836978704,0.418279115206836,"BE3","Replicate1"
"20","A8_8238",875880,15078,36240,7.24320901048365,1.30936513504034,0.0454031723761643,0,0.0244748431349624,24.3096379438014,33351,14797,3170,24.0299279866378,24.3096379438014,"0.04_0.07_0.08_0.03_0.08_0.08_0.07_0.06_0.05_0.06_0.08_0.14_0.12_0.14_0.16_0.1_0.24_0.16_0.35_0.07",8238,"g2","Cas9",51318,0.293815035660002,7.24320901,24.30963794,0.0874510371266819,0.551648274898729,"8",0.611294784427502,0.288339374098757,"Cas9","Replicate1"
"21","A9_8238",997608,23629,55607,-3.7452799232672,2.7262860316018,0.234666060881418,0.209551214094603,0.0262759351809783,21.9754152153062,50334,23608,5294,20.6918098799166,21.9754152153062,"0.06_0.14_0.09_0.08_0.08_0.09_0.09_0.08_0.16_0.06_0.07_0.09_0.19_0.27_0.19_0.26_0.24_0.3_0.35_0.07",8238,"g3","BE3",79236,0.298210409409864,-3.745279923,21.97541522,0.16844235748766,1.9170882487019,"8",0.595899952848386,0.29794537836337,"BE3","Replicate1"
"22","B01_8227",28496,2427,133,19.372265625,0.030078125,0.020703125,0,0.0046875,24.97734375,119,2383,58,24.6723163841808,24.97734375,"0.07_0.06_0.06_0.04_0_0.06_0.08_0.04_0.06_0.11_0.11_0.1_0.06_0.05_0.11_0.04_0.07_0.02_0.09_0.13",8227,"g2","Cas9",2560,0.948046875,19.37226563,24.97734375,0.0091025641025641,0.000961538461538462,"0",0.0419029615626969,0.930859375,"Cas9","Replicate1"
"23","B01_8468",60208,1035,1389,10.0816831683168,0.972359735973597,0.0404290429042904,0,0.0127887788778878,24.59199669967,1293,1019,112,24.2960854092527,24.59199669967,"0.02_0.05_0.04_0.04_0.02_0.05_0.03_0.03_0.04_0.03_0.04_0.1_0.06_0.11_0.21_0.04_0.22_0.11_0.45_0.06",8468,"g2","BE3",2424,0.426980198019802,10.08168317,24.5919967,0.0707685372999775,0.409195402298851,"4",0.521200750469043,0.420379537953795,"BE3","Replicate2"
"24","B02_8227",42696,5746,431,19.4468188440991,0.0110085802169338,0.0482434838918569,0.000647563542172576,0.00534239922292375,24.9899627650963,421,5677,79,24.876,24.9899627650963,"0.03_0.05_0.1_0.05_0.05_0.07_0.03_0.08_0.04_0.03_0.04_0.06_0.11_0.08_0.08_0.05_0.09_0.03_0.08_0.07",8227,"g1","BE3",6177,0.930225028330905,19.44681884,24.98996277,0.00870625358577166,0.00401606425702811,"0",0.0551574097773228,0.919054557228428,"BE3","Replicate1"
"25","B02_8468",301584,10468,19516,9.48569236926361,1.04535752401281,0.0298492529348986,0,0.0174092849519744,24.5723719316969,18499,10333,1152,24.3473614574322,24.5723719316969,"0.03_0.03_0.04_0.02_0.03_0.05_0.05_0.05_0.03_0.05_0.07_0.1_0.07_0.12_0.19_0.14_0.27_0.16_0.43_0.11",8468,"g2","Cas9",29984,0.349119530416222,9.485692369,24.57237193,0.0754387447974719,0.429800049677099,"4",0.597130006425359,0.344617129135539,"Cas9","Replicate2"
"26","B03_8227",15024,798,41,24.1883194278903,0.0488676996424315,0.0512514898688915,0.0131108462455304,0.0107270560190703,29.9439809296782,37,782,20,29.1754385964912,29.9439809296782,"0.17_0_0.1_0.07_0_0.06_0.06_0.07_0.03_0.03_0.03_0.07_0.03_0.03_0.03_0.07_0_0.03_0.03_0",8227,"g7","BE3",839,0.951132300357569,24.18831943,29.94398093,0.017208023622849,0.0434782608695652,"0",0.0409181636726547,0.932061978545888,"BE3","Replicate1"
"27","B03_8468",718612,10603,14565,11.4216862682772,0.826605212968849,0.0278130959949142,0,0.0141052129688493,24.8623251748252,13957,10561,650,24.7627849661121,24.8623251748252,"0.06_0.08_0.08_0.03_0.06_0.09_0.07_0.05_0.05_0.06_0.09_0.11_0.1_0.11_0.17_0.1_0.19_0.17_0.3_0.09",8468,"g2","BE3",25168,0.421288938334393,11.42168627,24.86232517,0.0620990820015206,0.294880721169702,"10",0.525926193399292,0.419620152574698,"BE3","Replicate2"
"28","B04_8227",61336,915,700,8.29164086687307,0.957894736842105,0.162229102167183,0,0.0315789473684211,24.8117647058824,527,899,189,24.5684357541899,24.8117647058824,"0.05_0.12_0.07_0.07_0.04_0.12_0.08_0.13_0.05_0.15_0.14_0.13_0.13_0.14_0.16_0.07_0.09_0.04_0.21_0.14",8227,"g2","BE3",1615,0.56656346749226,8.291640867,24.81176471,0.0852703420883332,0.155492154065621,"2",0.353713996968166,0.556656346749226,"BE3","Replicate1"
"29","B04_8468",169908,5343,16391,7.52797460200607,1.2914787889942,0.0189104628692371,0,0.0113186712064047,24.4193429649397,15284,5255,1195,24.2341768311184,24.4193429649397,"0.03_0.04_0.03_0.02_0.03_0.04_0.03_0.02_0.03_0.03_0.06_0.07_0.05_0.09_0.12_0.08_0.21_0.19_0.39_0.08",8468,"g2","Cas9",21734,0.245836017300083,7.527974602,24.41934296,0.0908405220178934,0.611621575633827,"10",0.685271123374723,0.241787061746572,"Cas9","Replicate2"
"30","B05_8468",1308548,3617,8225,6.41665259246749,1.08731633170073,0.143303496031076,0,0.0306536058098294,24.74691775038,6959,3608,1275,24.6360213747875,24.74691775038,"0.07_0.19_0.19_0.09_0.17_0.18_0.15_0.15_0.09_0.1_0.12_0.16_0.15_0.12_0.18_0.16_0.17_0.24_0.22_0.13",8468,"g2","BE3",11842,0.305438270562405,6.416652592,24.74691775,0.0916513549194942,0.418153607447634,"18",0.624905029630755,0.304678263806789,"BE3","Replicate2"
"31","B06_8227",20056,1362,94,23.1751373626374,0.0940934065934066,0.127747252747253,0.0528846153846154,0.0199175824175824,29.8447802197802,71,1337,48,28.1008403361345,29.8447802197802,"0.17_0.07_0.13_0.15_0.09_0.09_0.09_0.07_0.09_0.09_0.07_0.04_0.04_0.07_0.02_0.09_0.04_0.07_0.09_0.07",8227,"g7","Cas9",1456,0.93543956043956,23.17513736,29.84478022,0.0146271436331186,0.14828897338403,"4",0.0544927536231884,0.918269230769231,"Cas9","Replicate1"
"32","B06_8468",332892,6811,29387,3.89698325874358,1.57878888336372,0.0268799381181281,0,0.0113542184651086,23.7664235593127,26034,6756,3408,23.4833231438082,23.7664235593127,"0.05_0.04_0.04_0.02_0.04_0.05_0.05_0.03_0.04_0.05_0.06_0.11_0.06_0.1_0.16_0.09_0.21_0.23_0.37_0.1",8468,"g2","Cas9",36198,0.188159566826897,3.896983259,23.76642356,0.110575205940928,0.889754923756964,"18",0.75177794832438,0.186640145864412,"Cas9","Replicate2"
"33","B07_8468",131472,182,228,7.21951219512195,1.33170731707317,0.917073170731707,0.717073170731707,0.0560975609756098,27.7878048780488,206,181,23,26.0393013100437,27.7878048780488,"0.2_0.05_0.12_0.03_0.05_0.08_0.05_0.1_0.06_0.12_0.02_0.11_0.09_0.1_0.07_0.12_0.09_0.16_0.17_0.12",8468,"g7","Cas9",410,0.44390243902439,7.219512195,27.78780488,0.0919369427574622,0.743119266055046,"4",0.517006802721088,0.441463414634146,"Cas9","Replicate2"
"34","B10_8238",96944,1755,12255,-10.830335474661,3.66509635974304,0.289578872234118,0.267665952890792,0.031192005710207,20.8178443968594,11205,1753,1052,20.2197111854451,20.8178443968594,"0.04_0.11_0.05_0.04_0.05_0.05_0.04_0.03_0.09_0.04_0.03_0.11_0.21_0.23_0.2_0.25_0.27_0.31_0.29_0.07",8238,"g3","Cas9",14010,0.125267665952891,-10.83033547,20.8178444,0.224382249840749,2.64262252849874,"18",0.766368582327559,0.125124910778016,"Cas9","Replicate1"
"35","B11_8238",492584,6472,11965,-3.0908499213538,2.78190594999186,0.127678038726474,0,0.0303737050496285,22.6452242772685,8504,6467,3466,21.3730158730159,22.6452242772685,"0.11_0.21_0.2_0.08_0.18_0.2_0.15_0.14_0.11_0.11_0.14_0.2_0.26_0.14_0.21_0.19_0.22_0.08_0.22_0.1",8238,"g2","BE3",18437,0.351033248359278,-3.090849921,22.64522428,0.0957124196906154,0.221277048221596,"18",0.562502938272766,0.350762054564192,"BE3","Replicate1"
"36","B12_8238",1942340,44661,132446,0.723556945801126,2.20210381294923,0.194131231402486,0.0395241294810482,0.0638540543287391,23.2421361098093,115051,44309,17747,22.6555595716803,23.2421361098093,"0.04_0.06_0.11_0.11_0.12_0.07_0.06_0.12_0.09_0.1_0.11_0.13_0.19_0.17_0.15_0.25_0.29_0.18_0.4_0.12",8238,"g1","Cas9",177107,0.252169592393299,0.723556946,23.24213611,0.118815943830118,0.902974401492383,"4",0.652687705742051,0.250182093310823,"Cas9","Replicate1"
"37","B7_8238",566816,19656,36950,3.99674946118786,1.61254990637035,0.338356357983253,0.239568243649083,0.0457725329470374,23.4607638766209,34023,19459,3124,22.6544539262928,23.4607638766209,"0.04_0.05_0.1_0.09_0.1_0.06_0.04_0.08_0.04_0.06_0.07_0.1_0.14_0.15_0.13_0.17_0.16_0.46_0.41_0.1",8238,"g4","BE3",56606,0.347242341801222,3.996749461,23.46076388,0.0979737205885107,0.700577606873361,"2",0.569407631140973,0.343762145355616,"BE3","Replicate1"
"38","B8_8238",207680,10751,22327,-1.51127637704819,2.48730273898059,0.225315919946792,0.210955922365318,0.0183505653304311,22.260686861358,20629,10729,1720,20.9455904067296,22.260686861358,"0.01_0.06_0.03_0.02_0.03_0.05_0.03_0.02_0.06_0.03_0.05_0.12_0.2_0.21_0.19_0.33_0.23_0.28_0.26_0.05",8238,"g3","Cas9",33078,0.325019650523006,-1.511276377,22.26068686,0.146427555373134,1.64680805712459,"8",0.571637052588458,0.32435455589818,"Cas9","Replicate1"
"39","B9_8238",131188,2839,13532,-4.60985889682976,2.60454462158695,0.50003054181174,0.403029747724635,0.0465457210921752,21.9968847352025,12223,2830,1318,21.3692489476405,21.9968847352025,"0.04_0.04_0.09_0.08_0.08_0.05_0.05_0.08_0.06_0.05_0.07_0.11_0.16_0.12_0.1_0.16_0.15_0.52_0.44_0.09",8238,"g4","BE3",16371,0.173416407061267,-4.609858897,21.99688474,0.142426213848889,1.01181148403695,"8",0.736555628129763,0.172866654449942,"BE3","Replicate1"
"40","C01_8227",27760,3015,213,19.1998141263941,0.0133209417596035,0.030359355638166,0.0204460966542751,0.00991325898389095,24.9919454770756,205,2959,64,24.8996282527881,24.9919454770756,"0.05_0.07_0.12_0.08_0.14_0.08_0.16_0.18_0.14_0.07_0.12_0.05_0.04_0.16_0.04_0.06_0.1_0.03_0.13_0.13",8227,"g3","Cas9",3228,0.934014869888476,19.19981413,24.99194548,0.0137411089792042,0.00151171579743008,"0",0.0513129366417731,0.916666666666667,"Cas9","Replicate1"
"41","C01_8468",252548,7375,7908,4.18641627952627,1.71975397500491,0.202512595694563,0.183340967087614,0.0227049663024275,23.2027088922332,7247,7358,678,21.533880126183,23.2027088922332,"0.06_0.08_0.03_0.09_0.1_0.04_0.08_0.07_0.07_0.07_0.06_0.12_0.17_0.22_0.23_0.34_0.33_0.31_0.32_0.07",8468,"g3","BE3",15283,0.482562324151017,4.18641628,23.20270889,0.106705825945638,1.12133038210624,"4",0.448961053707278,0.481449977098737,"BE3","Replicate2"
"42","C02_8227",65464,10793,511,19.5529016277424,0.0171620665251239,0.0194621372965322,0,0.00283085633404105,24.986288039632,494,10602,208,24.7777777777778,24.986288039632,"0.06_0.06_0.07_0.04_0.05_0.06_0.07_0.07_0.06_0.08_0.1_0.07_0.08_0.05_0.15_0.07_0.1_0.06_0.06_0.1",8227,"g2","BE3",11304,0.954794762915782,19.55290163,24.98628804,0.00389640253457791,0.00597874224977857,"0",0.0376538206469678,0.937898089171974,"BE3","Replicate1"
"43","C02_8468",187856,9752,11317,4.22369357824292,1.77711329441359,0.18695714082301,0.171816412739095,0.0157102852532156,23.1269163225592,10541,9729,799,21.5196649029982,23.1269163225592,"0.02_0.05_0.03_0.03_0.03_0.04_0.04_0.03_0.05_0.04_0.04_0.11_0.19_0.2_0.2_0.36_0.32_0.25_0.3_0.06",8468,"g3","Cas9",21069,0.462860126251839,4.223693578,23.12691632,0.108647710293633,1.17266156096721,"4",0.477087812486826,0.461768475010679,"Cas9","Replicate2"
"44","C03_8227",30524,756,1918,5.12715033657442,1.68062827225131,0.117053103964099,0.0157068062827225,0.0321615557217651,23.9730740463725,1735,743,196,23.5779388917659,23.9730740463725,"0.01_0.02_0.05_0.03_0.06_0.02_0.01_0.07_0.05_0.03_0.05_0.06_0.13_0.09_0.13_0.17_0.21_0.14_0.33_0.08",8227,"g1","Cas9",2674,0.282722513089005,5.127150337,23.97307405,0.0911295520464067,0.501869158878505,"2",0.577363034316677,0.277860882572924,"Cas9","Replicate1"
"45","C03_8468",126988,4209,7425,-0.0476190476190476,2.30746089049338,0.227866597902699,0.21841155234657,0.0154718927282104,22.5351555784769,6927,4206,501,21.1394722670975,22.5351555784769,"0.05_0.08_0.03_0.04_0.06_0.05_0.05_0.04_0.06_0.06_0.05_0.07_0.14_0.19_0.18_0.32_0.22_0.28_0.28_0.07",8468,"g3","BE3",11634,0.36178442496132,-0.047619048,22.53515558,0.141762269936652,1.56448612618199,"10",0.560800604229607,0.361526560082517,"BE3","Replicate2"
"46","C04_8227",23032,1751,939,11.1576208178439,0.877323420074349,0.155390334572491,0.133085501858736,0.0234200743494424,24.1457249070632,868,1718,104,22.6337448559671,24.1457249070632,"0.01_0.07_0.06_0.01_0.06_0.09_0.11_0.07_0.08_0.03_0.04_0.06_0.1_0.09_0.09_0.23_0.18_0.22_0.3_0.05",8227,"g3","BE3",2690,0.65092936802974,11.15762082,24.14572491,0.0564264273369516,0.468694096601073,"2",0.265855039637599,0.638661710037175,"BE3","Replicate1"
"47","C04_8468",128452,5970,9950,-0.0942211055276382,2.31111809045226,0.201005025125628,0.184673366834171,0.0199120603015075,22.4833542713568,9122,5963,835,20.9761976498945,22.4833542713568,"0.04_0.07_0.02_0.02_0.04_0.06_0.05_0.02_0.05_0.04_0.03_0.1_0.14_0.17_0.16_0.32_0.22_0.29_0.3_0.06",8468,"g3","Cas9",15920,0.375,-0.094221106,22.48335427,0.141247530541384,1.59248538180976,"10",0.566564172645485,0.374560301507538,"Cas9","Replicate2"
"48","C05_8227",21572,1002,1615,8.24226213221246,1.21131066106229,0.0481467329002675,0,0.0202521971723347,24.227359572029,1469,977,171,23.7670731707317,24.227359572029,"0.02_0.04_0.05_0.01_0.03_0.05_0.06_0.05_0.02_0.06_0.06_0.09_0.06_0.07_0.19_0.11_0.2_0.14_0.35_0.1",8227,"g2","Cas9",2617,0.38288116163546,8.242262132,24.22735957,0.0910466533034626,0.465953307392996,"4",0.522822920038848,0.373328238440963,"Cas9","Replicate1"
"49","C06_8227",20496,619,462,7.41073080481036,1.37927844588344,0.228492136910268,0.00555041628122109,0.0490286771507863,23.895467160037,393,616,72,22.4215053763441,23.895467160037,"0.01_0.04_0.07_0.05_0.08_0.11_0.06_0.07_0.03_0.04_0.07_0.12_0.13_0.14_0.03_0.06_0.12_0.12_0.24_0.07",8227,"g1","BE3",1081,0.572617946345976,7.410730805,23.89546716,0.0881652265202293,0.662763466042155,"4",0.356481481481481,0.569842738205365,"BE3","Replicate1"
"50","C06_8468",120060,5122,12176,-4.59515550930743,2.92022199098162,0.237657532662736,0.223840906463175,0.0226037692218754,21.7507804370447,11225,5111,962,20.3879543776155,21.7507804370447,"0.03_0.05_0.03_0.03_0.03_0.04_0.04_0.02_0.06_0.03_0.04_0.1_0.18_0.21_0.16_0.34_0.23_0.3_0.27_0.07",8468,"g3","Cas9",17298,0.296103595791421,-4.595155509,21.75078044,0.17224575235341,2.02607193340663,"18",0.617694805194805,0.295467684125332,"Cas9","Replicate2"
"51","C07_8227",20828,1098,134,21.7199675324675,0.181818181818182,0.219155844155844,0.0965909090909091,0.0243506493506494,29.7053571428571,111,1087,34,27.4965517241379,29.7053571428571,"0.19_0.08_0.19_0.15_0.09_0.15_0.08_0.06_0.16_0.08_0.04_0.12_0.08_0.1_0.02_0.04_0.04_0.13_0.05_0.09",8227,"g7","BE3",1232,0.891233766233766,21.71996753,29.70535714,0.0209529699325618,0.145021645021645,"4",0.0931849791376912,0.882305194805195,"BE3","Replicate1"
"52","C07_8467",94304,3378,6756,5.26682455101638,1.72182751134794,0.0812117623840537,0.0170712453128084,0.0270376948884942,23.8144858890862,6171,3367,596,23.2246194768731,23.8144858890862,"0_0.01_0.04_0.04_0.04_0.02_0.02_0.04_0.06_0.05_0.08_0.08_0.13_0.14_0.18_0.26_0.34_0.18_0.37_0.13",8467,"g1","Cas9",10134,0.333333333333333,5.266824551,23.81448589,0.0916128601018446,0.62683092443496,"2",0.548065222681918,0.332247878429051,"Cas9","Replicate2"
"53","C07_8468",192212,187,920,3.67570009033424,1.2710027100271,1.4706413730804,1.21409214092141,0.0776874435411021,26.9575429087624,812,186,109,26.343105320304,26.9575429087624,"0.23_0.1_0.11_0.08_0.07_0.09_0.06_0.06_0.07_0.1_0.09_0.12_0.07_0.13_0.12_0.09_0.1_0.15_0.16_0.14",8468,"g7","Cas9",1107,0.168925022583559,3.67570009,26.95754291,0.0984959588931114,0.802521008403361,"10",0.758450123660346,0.168021680216802,"Cas9","Replicate2"
"54","C10_8238",88492,1780,8741,-8.5890124512879,3.04334188765326,0.588537211291702,0.468871780249026,0.0816462313468301,21.4116528847068,7598,1771,1152,20.6853714285714,21.4116528847068,"0.04_0.04_0.08_0.07_0.08_0.05_0.06_0.08_0.04_0.05_0.09_0.13_0.15_0.14_0.14_0.21_0.15_0.6_0.47_0.07",8238,"g4","Cas9",10521,0.169185438646517,-8.589012451,21.41165288,0.180759083228023,1.63939825529642,"10",0.741453897701247,0.16833000665336,"Cas9","Replicate1"
